VIN,Manufacturer_name,Model_name,Model_year,Invoice_price,Description,CustomerID,Sold_date,Sold_price,Add_date,Type,Sold_by,Added_by
OBZR6DDFFCD009341,Dodge,RAM 3500 TRUCK,2008,1105.09,best possible traction; ,110,2020-8-7,1089.97,2020-7-31,SUV,user23,roland
ODZ0W6TMP44331893,Bentley,CONTINENTAL,2005,2997.73,high quality carburetor; ,,,,2021-4-29,Truck,,user05
OEA0E3LOO4W743479,Toyota,LAND CRUISER,2003,1272.6,,12,2020-9-14,1304.21,2020-5-24,VanMinivan,user32,user14
OFNSSWHOUJP894540,Cadillac,DTS,2011,4707,gap; ,188,2020-7-27,5767.74,2020-5-12,Convertible,user10,roland
OHCKSZQ18XX891594,Mitsubishi,CANTER FG4X4,2012,1060.62,high torque; ,149,2021-3-6,2191.49,2020-7-30,Car,user01,user14
OLF4GTGBOPG333827,Ford,E-250 ECONOLINE,2003,4190.33,high quality carburetor; sturdy rear axle assembly; ,,,,2021-3-3,Truck,,user25
OO1YC73Q4SY467607,Hyundai,VERACRUZ,2009,6060.07,high quality carburetor; active safety features; ,82,2021-6-9,6365.99,2021-4-21,SUV,user10,user07
OP7N2PZBA4C241759,Buick,LACROSSE,2007,2668.09,all passive safety features; ,124,2021-7-2,4080.71,2021-4-18,Car,user04,user09
ORHEJZV7OOL232179,Lotus,EXIGE,2006,4789.06,station wagon (Also known as wagon.); ,,,,2021-6-1,Truck,,user03
ORU7310Z7TU675976,Ford,ECONOLINE VAN,2013,4325.62,front wheel drive; ,139,2020-8-15,4357.22,2020-7-23,Car,user04,user25
OVBB31XUCCJ534771,Rolls-Royce,PHANTOM,2010,1706.99,power train; ,73,2021-5-23,2508.27,2021-2-20,Car,user21,user03
P17AFMQE3BI177849,Hyundai,SANTA FE XL,2013,5763.92,ultra new transmission; ,125,2021-3-23,5578.85,2020-5-16,VanMinivan,user19,user18
P1RZOQHCOAP558002,Ford,TAURUS X,2009,1575.6,ultra new transmission; ,184,2021-2-19,1498.04,2020-3-8,VanMinivan,user01,user16
P4QVR1UU2HK859570,Subaru,XV,2013,1184.65,,37,2021-1-15,1639.29,2020-3-13,SUV,user21,user20
P724MZX4MT1276309,Maserati,QUATTROPORTE,2007,2062.89,Automotive Service Excellence (ASE); ,13,2021-5-16,4970.82,2020-3-1,Convertible,user04,user09
PAUEVS4UQTM165084,Audi,Q3,2013,5917.97,modern dashboard; ,,,,2020-4-12,Car,,user03
PF6WY7KDOR8663002,Volkswagen,GOLF,2003,2835.33,fuel injection; ,,,,2021-7-3,Car,,roland
PHC3C1O8R1Q659241,Toyota,TUNDRA,2012,1763.04,very hard struts; front wheel drive; oversteer; ,124,2020-5-25,3213.94,2020-5-4,Truck,user32,user27
PKYOLPHA18P242940,SAAB,9-5,2008,1177.06,,11,2021-3-3,1473.54,2021-2-25,SUV,user10,user27
PKZKDPC20DX722828,Lotus,EXIGE,2006,4789.06,,129,2020-8-29,5071.83,2020-7-7,Convertible,user04,roland
PPC2Q3TT2DU845732,Lotus,ELISE,2009,3400.69,detail; ,24,2021-5-28,3882.63,2020-4-9,Convertible,user22,user27
PPFD88BR0K2892279,Kia,RIO,2003,1324.88,hydraulic brakes; ,4,2021-1-10,2429.33,2020-4-15,SUV,user10,user27
PSTBCM0C2MV291539,Buick,PARK AVENUE,2001,2489.11,ultra new transmission; ,65,2021-1-23,2099.6,2020-5-28,SUV,roland,user25
PSUTDDZWZDP014734,Rolls-Royce,PHANTOM,2011,1706.99,sturdy rear axle assembly; ,68,2020-8-5,3005.32,2020-6-2,SUV,user06,user20
PTTIH4HLA8I333807,Bentley,ARNAGE,2007,1085.89,rack and pinion steering; ,192,2021-3-29,2333.2,2020-12-21,Car,user19,roland
PUMDW0JUESZ514707,Buick,ALLURE,2008,3284.24,sturdy rear axle assembly; broad wheelbase; ,116,2020-8-2,4242.2,2020-8-2,Convertible,user19,user18
PW70TS0DUFN828484,Mercedes-Benz,C320,2003,1760.67,,56,2020-4-10,4193.08,2020-1-14,Car,user08,user25
Q04FS5KM3OG901738,Maserati,QUATTROPORTE,2009,2062.89,,154,2021-4-25,3341.72,2021-1-9,Truck,user32,user09
Q6CNI13ED0C199030,Cadillac,ATS,2013,3712.29,great rpms; ,134,2020-10-28,3574.51,2020-7-23,Truck,user23,user20
QAS5AVWTM6E601144,Hyundai,TIBURON,2001,3482.96,station wagon (Also known as wagon.); ,195,2021-7-2,3593.6,2021-6-29,Truck,user06,user27
QCAV3QS7EWD618783,Buick,ENCORE,2013,2268.57,superturbocharger; ,2,2021-6-10,3193.71,2021-4-1,SUV,user21,user07
QCOWM4RH6IR775623,BMW,428I XDRIVE GRAN COUPE,2016,2282.27,small spark plug gap; ,198,2021-6-19,2179.81,2021-2-18,VanMinivan,user19,user11
QE1021R78T0365667,Audi,Q5,2011,1957.22,,79,2021-3-25,2508.82,2020-6-18,VanMinivan,user19,user05
QI80NK13N12893077,Ram,DAKOTA,2010,2960.28,drum brake; ,7,2021-6-28,4000.93,2021-2-13,SUV,user23,user25
QISITLRQ5WH413699,Hyundai,GENESIS,2009,1291.85,sturdy rear axle assembly; ,115,2021-6-10,1643.88,2021-2-19,Car,user19,user16
QJSZBIU41RZ000557,Freightliner,BUSINESS CLASS M2,2005,1966.73,good gear; ,185,2021-6-12,2578.44,2021-6-2,VanMinivan,user06,user09
QN388KU6HTL416435,Tesla,S,2019,2654.48,ultra new transmission; unibody construction; ,146,2021-3-17,3802.49,2020-5-10,Convertible,user32,user16
QT6DE3TU16Q738364,Lincoln,MARK LT,2011,1565.57,Automotive Service Excellence (ASE); hydraulic brakes; ,,,,2020-12-16,Car,,user11
QWW8Y55NYTR063884,Tesla,X,2015,1721.59,,66,2021-3-31,2276.62,2020-11-24,Car,user10,user07
QWYEUSHQPNE215410,INFINITI,QX56,2010,4488.9,sturdy rear axle assembly; hatchback; ,200,2020-7-3,5095.28,2020-7-2,VanMinivan,user04,user26
R3YIF8UZ4P1070425,Chrysler,CIRRUS,2010,2500,best possible traction; ,26,2020-2-19,3561.35,2020-1-10,SUV,user21,user25
R4EQ76G1HHV776360,Ford,COURIER,2005,1212.87,great rpms; ,128,2021-5-20,1440.26,2021-2-2,Truck,user23,user09
R60F6EU85VY130194,Buick,LESABRE,2004,4802.64,wide cam; good gear; ,113,2021-6-22,4794.42,2021-6-1,Car,user23,user05
R72N7L114R7898065,Cadillac,STS,2009,1889.82,super new ignition system; ,193,2021-3-17,2195.71,2021-1-7,Convertible,user21,user25
R8UHBMX4TQI234223,Ram,RAM,2012,4324.44,,129,2020-9-8,6588.69,2020-3-7,SUV,user06,user16
RAGZ5GF7O8T913064,MAZDA,MX-5 MIATA,2013,1964.74,automatic torque converter; anti-lock brake system (ABS); ,189,2021-6-5,4320.27,2021-6-2,VanMinivan,user04,user09
RCWIFAWFT3E015306,GMC,C5500 TOPKICK,2003,1224.71,active safety features; ,73,2020-8-18,1766.93,2020-6-16,Truck,user04,user09
RF2BB0LOILQ809554,INFINITI,G37,2009,2810.44,best suspension; ,51,2021-5-15,3026,2020-1-23,Car,user21,user05
RHVJT3TXHWL819894,Rolls-Royce,PHANTOM,2008,1706.99,high differential; ,191,2020-12-13,2045.02,2020-11-6,SUV,user01,user27
RLXG5XQRAQ3165459,Nissan,TITAN,2007,1175.9,hydraulic brakes; ,181,2020-4-15,1886.17,2020-1-25,Convertible,user06,user26
RMRQFRIEC25214612,Cadillac,ESCALADE ESV,2004,2225.91,Automotive Service Excellence (ASE); ,,,,2020-2-7,Car,,user07
RMX0AE4LYYW896673,smart,FORTWO,2019,4201.18,autotachometer; ,67,2020-8-5,4049.93,2020-3-7,Convertible,user08,user09
RNH1F5LU2AW886758,Hyundai,ACCENT,2004,4873.55,fuel injection; front axle assembly; ,,,,2020-4-18,SUV,,user16
RU32GUAPYSR767349,Alfa Romeo,MITO,2013,4593.86,front wheel drive; ,178,2020-10-27,5683.23,2020-10-25,Truck,user06,user07
S0IF4QEGMQI832765,Mitsubishi,MONTERO,2003,1026.96,pickup; ,90,2021-2-12,2719.94,2020-8-6,SUV,user08,user05
S2N3CMXWZPV810214,BMW,X5,2009,2051,safe oil ring; ,130,2021-6-16,2027.99,2021-6-1,SUV,user04,user20
S4TI4IX70JJ322540,MINI,COOPER,2012,2531.54,wide chassis; ,171,2021-6-29,3636.28,2021-6-28,VanMinivan,user23,user14
S5263SMBZPG600452,Jeep,TJ,2004,3089.32,great engine; ,191,2021-3-19,3764.38,2020-1-3,Convertible,user08,user20
S5MQN63PZL6857813,Freightliner,CORONADO,2004,14427.84,coupe; ,157,2021-3-20,15595.73,2021-1-16,Convertible,user21,user14
SC4XXMXCD3O314777,Jeep,PATRIOT,2007,1501.48,no understeer; ,197,2020-11-7,1894.68,2020-9-19,VanMinivan,user06,user20
SDBQO6SS2H8788376,Acura,CSX,2008,1291.57,great rpms; can be used as sports car; ,104,2021-6-9,2693.52,2021-3-9,Car,user04,user20
SHN7X1KFP65647255,Hyundai,VERACRUZ,2010,2784.96,manual transmission; ,46,2020-11-23,3006.81,2020-11-3,VanMinivan,user21,user07
SLW1XG4GWUM246789,Dodge,RAM 3500,2007,2773.96,ultra new transmission; sport utility vehicle-SUV; strong muffler; ,109,2021-4-2,3955.52,2020-11-13,Car,user10,user14
SSK6RJETTAY507275,Volvo,C70,2012,1316.1,automatic safety features; good piston; rack and pinion steering; ,89,2020-2-15,2431.63,2020-1-22,SUV,user19,user20
SSS7P1GXYA6831681,Rolls-Royce,GHOST,2013,3972.65,,38,2021-6-10,4448.54,2021-5-5,SUV,user04,user20
SYK3OZKA6FN066098,Subaru,TRIBECA,2010,9551.86,super new ignition system; ,103,2021-3-17,10119.4,2021-3-13,SUV,user01,user05
T0QADA6YOL4031160,MAZDA,MX-5 MIATA,2007,5065.48,sport utility vehicle-SUV; ,,,,2021-6-12,Truck,,user03
T24YYPUH8J8042832,Hyundai,AZERA,2006,7974.91,rear wheel drive; automatic safety features; ,,,,2021-3-31,Truck,,user07
T3LJKVCQKWT790170,Aston Martin,DBS,2010,10932.21,gap; high quality carburetor; ,192,2021-6-21,11529.33,2020-12-20,Car,user21,user03
TEYEM2FW6ZU902939,Cadillac,ESCALADE EXT,2004,2165.35,superturbocharger; ,117,2021-6-11,3765.44,2021-6-11,Car,user22,user14
TFRBNINRQHD994300,Toyota,YARIS,2007,5584.54,power train; ,160,2021-3-25,6018.3,2020-4-19,VanMinivan,user32,user14
TGKSWOGJI2H650745,Lotus,ESPRIT,2002,3135.15,super new ignition system; ,,,,2020-1-27,VanMinivan,,user03
TIGCC0J14W1049941,Ford,C-MAX,2020,3239.11,innovative air bags; ,24,2020-9-2,3247.17,2020-6-3,VanMinivan,user06,user20
TL4REEE1KVU236686,Lincoln,MKS,2013,1102.12,automatic valves; ,,,,2020-8-8,Car,,user27
TN71ZRAXPD7832958,Alfa Romeo,8C,2008,1213.13,wide chassis; ,184,2021-6-16,1776.5,2020-5-7,Convertible,user19,user27
TO6RWDMW814286852,McLaren,MP4-12C,2012,5855.6,automatic torque converter; no understeer; ,36,2021-1-19,7114.54,2020-1-18,Truck,user01,roland
TOHM82154DP914803,GMC,YUKON XL 2500,2012,3990.14,gap; Automotive Service Excellence (ASE); ,39,2021-4-22,4290.21,2021-3-21,SUV,user06,user26
TPWVCLGW5SF975070,Porsche,PANAMERA,2018,8939.26,overdrive; ,150,2021-6-30,8965.22,2021-6-18,Truck,user10,user09
TVKSQ24CI8Q683260,McLaren,MP4-12C,2012,2758.95,modern dashboard; ,68,2021-7-2,2260.78,2021-5-29,Car,roland,user25
TY6ELGLPBTV020931,Maserati,QUATTROPORTE,2010,2062.89,engine displacement; ,143,2020-7-18,2136.25,2020-6-30,Convertible,roland,user27
U2XIPWQ4U2Q518809,Mercedes-Benz,SLR MCLAREN,2005,4245.12,anti-lock brake system (ABS); ,118,2020-12-5,4142.67,2020-4-9,Car,user23,user14
U3Q7P5C8GZP868702,Nissan,370Z,2012,1863.84,automatic safety features; ,162,2021-6-11,2506.32,2021-1-12,SUV,user10,user03
U3Z8TODSG28826809,Freightliner,BUSINESS CLASS M2,2011,1966.73,wide cam; convertible; check the Monroney sticker - theer is nothing better than this vehicle; ,200,2021-2-27,3254.58,2021-2-20,SUV,user08,user05
U630YUK0F2X877887,Jaguar,XFR-S,2013,1988.06,hatchback; wide chassis; ,133,2021-1-3,2123.99,2020-6-28,Convertible,user32,user07
UB0FCRJ4Q31126837,Jaguar,XKR,2002,3936.03,,50,2021-7-2,4022.32,2021-6-16,SUV,roland,user26
UBR5KSD76ZB411512,Land Rover,LR3,2008,2429.96,,115,2021-6-11,2765.67,2020-12-15,Truck,user08,user11
UDGMKMHR25C842616,Lexus,HS250H,2012,2876,,113,2021-5-5,3711.22,2020-12-12,Car,user06,roland
UE021615KMB218122,Land Rover,RANGE ROVER SPORT,2007,1528.68,very hard struts; best radiator; ,89,2021-6-29,2107.39,2021-6-21,Convertible,user06,user18
UEJUQU101MB418637,Volvo,XC90,2009,3001.54,front axle assembly; normally aspirated; ,172,2020-11-27,3282.07,2020-7-29,Convertible,user06,user11
UF6A7D3BENH287178,Tesla,S,2017,4688.88,minivan; safe oil ring; ,,,,2021-3-23,Truck,,user14
UFZBV43FAC2764534,Lamborghini,GALLARDO,2008,2743.31,broad wheelbase; ,158,2020-5-11,3064.2,2020-4-27,VanMinivan,user06,roland
UHC76PD8DA6169438,Land Rover,RANGE ROVER SPORT,2010,2223.32,sturdy rear axle assembly; coupe; ,12,2020-11-29,2960.13,2020-7-12,VanMinivan,user06,user20
UHR044A6RAT399029,Freightliner,CASCADIA,2021,7788.24,front wheel drive; ,199,2021-2-18,7783.9,2020-7-16,SUV,user06,user07
UM0NVYDRPNQ372679,Lamborghini,DIABLO,2001,5138.38,Automotive Service Excellence (ASE); ,,,,2021-6-21,VanMinivan,,user09
UNHJCJVVT0L007357,Lincoln,MKZ,2012,1131.87,air filtration system; ,109,2021-4-1,1308.35,2020-1-17,SUV,user23,user18
URGQRLDWJAO598363,Freightliner,FC80,2001,2168.4,broad wheelbase; ,156,2021-2-10,2543.6,2020-11-29,SUV,user22,user27
URH3DGEQQ7S513356,Audi,A3 QUATTRO,2008,3939,broad wheelbase; broad wheelbase; ,99,2020-10-7,4106.11,2020-5-11,Truck,user32,user05
UUPC35QW7DS635068,BMW,R1200GS,2008,4680.56,automatic torque converter; ,,,,2020-7-8,SUV,,user07
V34AR0KQFXB030143,Volvo,S80,2006,2654.27,,,,,2020-7-3,VanMinivan,,user20
V5NULLM2X1M103960,Lamborghini,AVENTADOR,2021,11058.52,,173,2020-10-23,11358.79,2020-7-15,Truck,user06,roland
V7RRXZF3UDD625897,McLaren,MP4-12C,2017,2758.95,high quality carburetor; ,137,2021-3-17,3285.6,2021-2-15,SUV,user19,user27
VGE7R67HBNW773708,Audi,S8,2002,4190.23,best sedan; sturdy side impact beams; ,86,2021-6-14,5324.57,2021-5-16,Convertible,user10,user09
VHN8VKHSZSO282046,McLaren,MP4-12C,2012,2758.95,automatic torque converter; active safety features; ultra new transmission; ,59,2021-5-22,2810.17,2021-4-23,Car,user01,user26
VLRKLTIXYIZ273737,Tesla,X,2015,1721.59,wide chassis; very hard struts; ,21,2021-6-8,1997.98,2021-3-26,SUV,user01,user14
VOO8ABE46Z0963128,Kia,RONDO,2009,2364.08,high quality carburetor; ,47,2021-6-17,3399.73,2021-6-17,SUV,user01,user07
VOQ56SWYWJB706872,smart,CABRIO,2005,1057.12,engine displacement; ,26,2021-3-9,1686.13,2020-4-9,SUV,user08,user11
VU1M5IDDL6S091256,Lotus,ESPRIT,2002,3135.15,,122,2020-8-11,3969.35,2020-5-30,Convertible,roland,user16
VX1PVFHZBMX335341,BMW,550I,2016,1209.29,,24,2020-11-10,1759.23,2020-1-17,Convertible,user01,user05
W1RYVGXFD68971984,Chrysler,TOWN & COUNTRY,2012,3972.5,great rpms; ,73,2021-3-15,4405.62,2020-5-6,SUV,user19,user16
W2VUHN4XNA2086153,MAZDA,MX-5 MIATA,2006,1964.74,air filtration system; small spark plug gap; hatchback; ,,,,2020-4-9,SUV,,user18
WAKUE2I52W0243711,Subaru,BAJA,2006,3998.31,,126,2021-5-27,5168.62,2020-5-19,Truck,user23,user16
WIXBCOXFFO3054405,Ferrari,CALIFORNIA,2009,2482.68,modern dashboard; ,,,,2021-3-19,Car,,user07
WO62TPHPUNV545044,Mercedes-Benz,SL550,2007,4563.49,drive shaft; ,77,2020-12-12,4993.56,2020-1-4,Truck,user22,user03
WQBEI8L8OTJ787811,Alfa Romeo,4C,2014,3543.33,convertible; ,7,2020-10-19,3412.14,2020-9-8,VanMinivan,user08,user03
WRJTUEFBEKL053792,Subaru,WRX,2018,14079.22,Automotive Service Excellence (ASE); ,6,2020-9-26,14200.51,2020-9-24,Truck,user21,user16
WW18EWD32UW766155,Porsche,BOXSTER,2011,3077.71,,,,,2020-9-2,SUV,,user26
WXXT4CJXT8X866335,Land Rover,RANGE ROVER EVOQUE,2019,2089.91,check the Monroney sticker - theer is nothing better than this vehicle; ,60,2021-3-18,3668.54,2020-11-22,Car,user19,user25
WZLYDQJPVXX172107,Rolls-Royce,GHOST,2010,3972.65,safe oil ring; gap; supernew catalytic converter; ,182,2021-7-3,5045.01,2020-11-17,Car,user10,user27
X20OKJA25ZI851267,Ferrari,612 SCAGLIETTI,2010,2452.04,great engine; power train; ,195,2021-6-27,3351.28,2020-11-16,SUV,user32,user11
X7WRF6GJKRO032058,Acura,CL,2001,1748.2,very hard struts; ,156,2020-7-11,2251.08,2020-1-28,Car,roland,user18
XFN55MCIYNY954918,Jaguar,XJR,2006,3804.27,small spark plug gap; high differential; sport utility vehicle-SUV; ,161,2021-1-14,4216.01,2020-12-13,Truck,user10,user26
XG6TUSMRKJ7859790,Mercedes-Benz,S550,2009,2080.07,good gear; no understeer; ,144,2021-3-9,2742.24,2020-11-20,SUV,user06,user09
XKOR6FN4NB0771721,Land Rover,DISCOVERY,2017,5218.62,can be used as sports car; ,152,2020-9-28,5739.49,2020-1-24,Convertible,user22,user25
XLE7HGMPN41742434,MINI,COOPER,2011,2531.54,no understeer; ,195,2020-12-22,3795.24,2020-10-11,VanMinivan,user01,user26
XNCXSM3JPVX095298,Audi,ALLROAD,2020,1251.22,,121,2020-11-15,1411.23,2020-4-2,VanMinivan,roland,user26
XQN1UDCTS1L283228,Tesla,S,2013,2654.48,high differential; ,,,,2020-1-5,SUV,,user20
XTL7REP4G5A986109,Jaguar,XJ8,2006,4101.38,crankcase; gap; sturdy side impact beams; ,,,,2021-3-22,Truck,,user14
XW26GD4VYPB194891,MINI,COOPER,2005,2531.54,,167,2020-8-11,3388.74,2020-7-8,VanMinivan,user06,user03
XZH6HV3YNEO902234,Dodge,ATOS,2008,1900.49,gap; station wagon (Also known as wagon.); ,121,2021-2-13,3154.05,2020-12-11,Convertible,user23,user16
Y3YFDYEUPJ2715198,Lamborghini,MURCIELAGO,2005,3704.7,drive shaft; no understeer; ,152,2021-6-21,4809.52,2020-8-30,VanMinivan,user19,user03
Y80MGSI0T6F866229,Honda,CBR1000RR ABS,2011,1742.76,great engine; ,150,2021-6-2,2751.04,2020-11-21,Car,user21,user16
Y8C5IT8AQ05184927,Cadillac,DTS,2010,4707,sturdy side impact beams; ,124,2021-6-11,5473.91,2021-6-9,Truck,user08,user26
Y8H36PV2KE7172895,Kia,AMANTI,2005,5733.81,fuel injection; ,,,,2021-1-21,SUV,,roland
Y8Z0KNDQWL2566444,Mitsubishi,FE125,2008,1104.39,wide transaxle; high torque; front wheel drive; ,35,2020-7-6,1835.07,2020-5-16,VanMinivan,user10,user11
YAZCSXVG8FR318362,Maserati,COUPE,2004,7694.5,overdrive; small spark plug gap; all passive safety features; ,31,2020-10-7,7315.16,2020-9-19,SUV,user01,user20
YBD4KM44KTR488107,Lamborghini,DIABLO,2001,5138.38,,,,,2020-8-2,VanMinivan,,user25
YDUVE4Y7TY7392605,Rolls-Royce,PHANTOM,2007,1706.99,superturbocharger; ,80,2020-12-27,2555.99,2020-8-4,Car,user10,user11
YH26TJ504TO241467,INFINITI,FX50,2013,1565.41,,26,2021-2-17,1693.22,2020-8-18,Car,user32,user09
YHXRVAZZU61082434,Land Rover,LR3,2007,2429.96,,115,2021-6-8,3142.48,2020-4-22,SUV,user32,user25
YJ3Y7H3KJRI908228,Lotus,EXIGE,2007,4789.06,front axle assembly; ,62,2021-6-14,4481.18,2020-11-25,SUV,roland,user14
YK5IEXQC53O490199,Tesla,S,2021,2654.48,original equipment manufacturer (OEM) parts; ,194,2021-6-1,3446.55,2020-12-7,Car,user19,user16
YOFF7JGYY7O418558,Acura,MDX,2008,3010.32,autotachometer; ,165,2021-7-1,3400.79,2021-4-28,SUV,user21,user11
YQKTZSBESHS704350,Lexus,GS350,2008,1806.57,safe oil ring; ultra new transmission; ,84,2021-6-1,2525.97,2021-3-17,VanMinivan,user22,user25
YR0BYZ2LKGR405349,Kia,SEDONA,2011,3915.86,high block; ,178,2020-9-18,5532.68,2020-2-13,VanMinivan,user08,roland
YVB5QZPUU4J557508,Porsche,CAYMAN,2006,6186.1,supernew catalytic converter; best possible traction; ,88,2021-6-28,6363.72,2020-4-3,Convertible,roland,user14
YVCC3OMTRFN440424,Dodge,CALIBER,2008,2029.62,best possible traction; rack and pinion steering; ,192,2021-1-10,3467.11,2020-12-30,VanMinivan,user04,user25
YW0NB0HVBXQ136944,Ford,E-250,2004,2228.48,active safety features; manual transmission; ,171,2021-3-14,2482.43,2020-2-28,Convertible,user08,user03
YXGLZG8ECDM958701,Bentley,AZURE,2006,1136.21,power train; supernew catalytic converter; overdrive; ,22,2021-5-26,1676.8,2021-5-19,Truck,user10,user26
YY8OSRCI6X0011928,Alfa Romeo,GIULIETTA,2013,2956.84,superturbocharger; ,130,2021-3-26,3223.71,2020-2-6,VanMinivan,user10,user25
YYD1IOVV8LV476788,Volkswagen,GOLF CITY,2010,3598.04,best suspension; ,146,2020-8-31,4481.04,2020-8-31,VanMinivan,user19,user03
Z0A37CJ5Q6J159776,Aston Martin,DB9,2007,1334.85,no redline; ,78,2021-7-3,2283.42,2021-7-1,SUV,user08,user03
Z1ASPSHALNI992893,Nissan,TITAN,2004,1175.9,,151,2020-6-10,3079.19,2020-1-7,Convertible,user23,user26
Z1MBS0LZ6BU099956,Volvo,XC70,2011,3369.1,disc brake; automatic transmission; ,48,2021-3-1,3817.03,2021-2-23,Car,user10,user03
Z2RRAJH2X3J850942,Mitsubishi,OUTLANDER SPORT,2013,3255.91,detail; ,113,2020-12-3,3590.78,2020-6-27,Truck,user32,user05
Z3BUCA4HE1G243690,Dodge,STRATUS,2003,1148.67,four-wheel drive; ,172,2021-6-18,1511,2020-4-26,Truck,user10,user11
Z7VWWWNUAXQ698054,Audi,A6,2002,1754.25,four-wheel drive; ,137,2021-6-22,1953.94,2021-6-18,SUV,user01,user27
ZAZZSPQY2MF351571,Mitsubishi,FM330,2008,3152.11,wide cam; detail; ,139,2020-11-23,5853.75,2020-6-15,Car,user01,user16
ZBJWXVPPM7K107746,SAAB,9-5,2006,1177.06,no backfire/backfiring; oversteer; ,122,2020-12-10,972.23,2020-10-23,Truck,roland,user05
ZBPE1C11UOK224003,Chrysler,PROWLER,2001,2950,superturbocharger; ultra new transmission; ,108,2021-4-26,4080.87,2020-6-19,Truck,user08,user09
ZJ5FW1Z062W312587,GMC,SIERRA 2500 HD,2007,2986.48,drum brake; ,,,,2020-10-4,Car,,user11
ZMFC1QCDIBE228233,McLaren,P1,2020,1024.25,,,,,2020-2-7,Car,,user11
ZSQLODTR32F951695,Subaru,IMPREZA,2021,2071.43,rear wheel drive; ,37,2021-5-28,2772.56,2021-1-21,Truck,user21,user25
ZUH3A73K7QN853290,Freightliner,CLASSIC,2006,1278.37,drum brake; ,65,2021-3-23,1274.65,2021-3-10,Convertible,user22,user11
ZUWIG7658G1890179,Rolls-Royce,PHANTOM,2009,1706.99,,77,2021-2-8,1728.44,2020-10-22,Convertible,user32,user11
ZX50RRJVFCP539257,SAAB,9-2X,2006,1822.31,,118,2021-2-20,2051.9,2020-6-1,SUV,user23,user05
ZZCURK8V4CR757611,Jaguar,SUPER V8,2009,1377.75,drum brake; ,83,2021-5-31,1968.33,2021-5-12,SUV,roland,user18